state,county,candidate,party,votes,combined,combined 2,winner,Color,Percent of Vote,Percentage Democrat,Lat,Lon
Washington,Stevens County,Donald Trump,REP,14566,"Stevens County, Washington14566","Stevens County, Washington",1,#D74247,0.68,0.32,48.4558249,-117.9059909
Washington,Thurston County,Joe Biden,DEM,89778,"Thurston County, Washington89778","Thurston County, Washington",1,#2cc5e6,0.59,0.59,46.8645747,-122.7695986
Washington,Wahkiakum County,Donald Trump,REP,1711,"Wahkiakum County, Washington1711","Wahkiakum County, Washington",1,#D74247,0.59,0.41,46.3259463,-123.4945592
Washington,Walla Walla County,Donald Trump,REP,12068,"Walla Walla County, Washington12068","Walla Walla County, Washington",1,#D74247,0.52,0.48,46.2369842,-118.5854769
Washington,Whatcom County,Joe Biden,DEM,82809,"Whatcom County, Washington82809","Whatcom County, Washington",1,#2cc5e6,0.61,0.61,48.8787167,-121.9718658
Washington,Whitman County,Joe Biden,DEM,8794,"Whitman County, Washington8794","Whitman County, Washington",1,#2cc5e6,0.53,0.53,46.8363403,-117.5887295
Washington,Yakima County,Donald Trump,REP,35017,"Yakima County, Washington35017","Yakima County, Washington",1,#D74247,0.54,0.46,46.543606,-120.7558291
West Virginia,Barbour County,Donald Trump,REP,5094,"Barbour County, West Virginia5094","Barbour County, West Virginia",1,#D74247,0.77,0.23,39.1398692,-80.0087746
West Virginia,Berkeley County,Donald Trump,REP,32062,"Berkeley County, West Virginia32062","Berkeley County, West Virginia",1,#D74247,0.65,0.35,39.4885604,-78.0651931
West Virginia,Boone County,Donald Trump,REP,6775,"Boone County, West Virginia6775","Boone County, West Virginia",1,#D74247,0.75,0.25,37.9838605,-81.734942
West Virginia,Braxton County,Donald Trump,REP,4115,"Braxton County, West Virginia4115","Braxton County, West Virginia",1,#D74247,0.73,0.27,38.7023371,-80.7214417
West Virginia,Brooke County,Donald Trump,REP,7516,"Brooke County, West Virginia7516","Brooke County, West Virginia",1,#D74247,0.71,0.29,40.2697757,-80.5660657
West Virginia,Cabell County,Donald Trump,REP,21440,"Cabell County, West Virginia21440","Cabell County, West Virginia",1,#D74247,0.58,0.42,38.4391927,-82.2583297
West Virginia,Calhoun County,Donald Trump,REP,2346,"Calhoun County, West Virginia2346","Calhoun County, West Virginia",1,#D74247,0.80,0.20,38.857973,-81.1196075
West Virginia,Clay County,Donald Trump,REP,2661,"Clay County, West Virginia2661","Clay County, West Virginia",1,#D74247,0.80,0.20,38.4417717,-81.1196075
West Virginia,Doddridge County,Donald Trump,REP,2592,"Doddridge County, West Virginia2592","Doddridge County, West Virginia",1,#D74247,0.84,0.16,39.2367791,-80.6770787
West Virginia,Fayette County,Donald Trump,REP,11514,"Fayette County, West Virginia11514","Fayette County, West Virginia",1,#D74247,0.69,0.31,38.0615913,-81.0754657
West Virginia,Gilmer County,Donald Trump,REP,1997,"Gilmer County, West Virginia1997","Gilmer County, West Virginia",1,#D74247,0.76,0.24,38.9203312,-80.8543847
West Virginia,Grant County,Donald Trump,REP,4861,"Grant County, West Virginia4861","Grant County, West Virginia",1,#D74247,0.88,0.12,39.1042079,-79.1548533
West Virginia,Greenbrier County,Donald Trump,REP,10898,"Greenbrier County, West Virginia10898","Greenbrier County, West Virginia",1,#D74247,0.69,0.31,38.0198478,-80.543845
West Virginia,Hampshire County,Donald Trump,REP,7829,"Hampshire County, West Virginia7829","Hampshire County, West Virginia",1,#D74247,0.79,0.21,39.3349019,-78.5660852
West Virginia,Hancock County,Donald Trump,REP,9653,"Hancock County, West Virginia9653","Hancock County, West Virginia",1,#D74247,0.71,0.29,40.5123559,-80.5660657
West Virginia,Hardy County,Donald Trump,REP,4827,"Hardy County, West Virginia4827","Hardy County, West Virginia",1,#D74247,0.77,0.23,39.0416116,-78.9288242
West Virginia,Harrison County,Donald Trump,REP,20581,"Harrison County, West Virginia20581","Harrison County, West Virginia",1,#D74247,0.68,0.32,39.3348126,-80.365865
West Virginia,Jackson County,Donald Trump,REP,10025,"Jackson County, West Virginia10025","Jackson County, West Virginia",1,#D74247,0.75,0.25,38.8139943,-81.647344
West Virginia,Jefferson County,Donald Trump,REP,14813,"Jefferson County, West Virginia14813","Jefferson County, West Virginia",1,#D74247,0.55,0.45,39.3059841,-77.8824596
West Virginia,Kanawha County,Donald Trump,REP,46086,"Kanawha County, West Virginia46086","Kanawha County, West Virginia",1,#D74247,0.56,0.44,38.2556905,-81.4278984
West Virginia,Lewis County,Donald Trump,REP,5759,"Lewis County, West Virginia5759","Lewis County, West Virginia",1,#D74247,0.78,0.22,39.0196167,-80.543845
West Virginia,Lincoln County,Donald Trump,REP,5967,"Lincoln County, West Virginia5967","Lincoln County, West Virginia",1,#D74247,0.77,0.23,38.1761009,-82.0842901
West Virginia,Logan County,Donald Trump,REP,10501,"Logan County, West Virginia10501","Logan County, West Virginia",1,#D74247,0.81,0.19,37.7883016,-81.9534815
West Virginia,McDowell County,Donald Trump,REP,5125,"McDowell County, West Virginia5125","McDowell County, West Virginia",1,#D74247,0.79,0.21,37.3860467,-81.647344
West Virginia,Marion County,Donald Trump,REP,16218,"Marion County, West Virginia16218","Marion County, West Virginia",1,#D74247,0.63,0.37,39.5288627,-80.2321313
West Virginia,Marshall County,Donald Trump,REP,10137,"Marshall County, West Virginia10137","Marshall County, West Virginia",1,#D74247,0.74,0.26,39.8926818,-80.6770787
West Virginia,Mason County,Donald Trump,REP,8422,"Mason County, West Virginia8422","Mason County, West Virginia",1,#D74247,0.76,0.24,38.7553693,-81.9971108
West Virginia,Mercer County,Donald Trump,REP,19185,"Mercer County, West Virginia19185","Mercer County, West Virginia",1,#D74247,0.76,0.24,37.4322638,-81.1196075
West Virginia,Mineral County,Donald Trump,REP,9904,"Mineral County, West Virginia9904","Mineral County, West Virginia",1,#D74247,0.78,0.22,39.4068988,-78.8835548
West Virginia,Mingo County,Donald Trump,REP,8521,"Mingo County, West Virginia8521","Mingo County, West Virginia",1,#D74247,0.85,0.15,37.7607801,-82.1713632
West Virginia,Monongalia County,Donald Trump,REP,20656,"Monongalia County, West Virginia20656","Monongalia County, West Virginia",1,#D74247,0.49,0.51,39.6695849,-79.9640339
West Virginia,Monroe County,Donald Trump,REP,5012,"Monroe County, West Virginia5012","Monroe County, West Virginia",1,#D74247,0.78,0.22,37.5601958,-80.5882803
West Virginia,Morgan County,Donald Trump,REP,6157,"Morgan County, West Virginia6157","Morgan County, West Virginia",1,#D74247,0.75,0.25,39.5073361,-78.2476146
West Virginia,Nicholas County,Donald Trump,REP,8221,"Nicholas County, West Virginia8221","Nicholas County, West Virginia",1,#D74247,0.78,0.22,38.3307714,-80.7657804
West Virginia,Ohio County,Donald Trump,REP,12226,"Ohio County, West Virginia12226","Ohio County, West Virginia",1,#D74247,0.62,0.38,40.1111311,-80.610489
West Virginia,Pendleton County,Donald Trump,REP,2764,"Pendleton County, West Virginia2764","Pendleton County, West Virginia",1,#D74247,0.76,0.24,38.7451767,-79.2902133
West Virginia,Pleasants County,Donald Trump,REP,2726,"Pleasants County, West Virginia2726","Pleasants County, West Virginia",1,#D74247,0.79,0.21,39.3761707,-81.1416691
West Virginia,Pocahontas County,Donald Trump,REP,2876,"Pocahontas County, West Virginia2876","Pocahontas County, West Virginia",1,#D74247,0.72,0.28,38.3101706,-80.0087746
West Virginia,Preston County,Donald Trump,REP,11143,"Preston County, West Virginia11143","Preston County, West Virginia",1,#D74247,0.77,0.23,39.5641007,-79.6951103
West Virginia,Putnam County,Donald Trump,REP,19921,"Putnam County, West Virginia19921","Putnam County, West Virginia",1,#D74247,0.70,0.30,38.4991939,-81.909826
West Virginia,Raleigh County,Donald Trump,REP,24297,"Raleigh County, West Virginia24297","Raleigh County, West Virginia",1,#D74247,0.74,0.26,37.7381597,-81.2518833
West Virginia,Randolph County,Donald Trump,REP,8655,"Randolph County, West Virginia8655","Randolph County, West Virginia",1,#D74247,0.71,0.29,38.8092552,-80.0087746
West Virginia,Ritchie County,Donald Trump,REP,3637,"Ritchie County, West Virginia3637","Ritchie County, West Virginia",1,#D74247,0.85,0.15,39.1822303,-81.0312989
West Virginia,Roane County,Donald Trump,REP,4199,"Roane County, West Virginia4199","Roane County, West Virginia",1,#D74247,0.73,0.27,38.7564882,-81.4278984
West Virginia,Summers County,Donald Trump,REP,4068,"Summers County, West Virginia4068","Summers County, West Virginia",1,#D74247,0.73,0.27,37.5812062,-80.8543847
West Virginia,Taylor County,Donald Trump,REP,5439,"Taylor County, West Virginia5439","Taylor County, West Virginia",1,#D74247,0.74,0.26,39.3417635,-79.9640339
West Virginia,Tucker County,Donald Trump,REP,2833,"Tucker County, West Virginia2833","Tucker County, West Virginia",1,#D74247,0.74,0.26,39.1083806,-79.6502105
West Virginia,Tyler County,Donald Trump,REP,3183,"Tyler County, West Virginia3183","Tyler County, West Virginia",1,#D74247,0.82,0.18,39.4977025,-80.8543847
West Virginia,Upshur County,Donald Trump,REP,7721,"Upshur County, West Virginia7721","Upshur County, West Virginia",1,#D74247,0.76,0.24,38.8696797,-80.2321313
West Virginia,Wayne County,Donald Trump,REP,12462,"Wayne County, West Virginia12462","Wayne County, West Virginia",1,#D74247,0.74,0.26,38.1598501,-82.4752757
West Virginia,Webster County,Donald Trump,REP,2737,"Webster County, West Virginia2737","Webster County, West Virginia",1,#D74247,0.81,0.19,38.5070383,-80.365865
West Virginia,Wetzel County,Donald Trump,REP,4933,"Wetzel County, West Virginia4933","Wetzel County, West Virginia",1,#D74247,0.75,0.25,39.5655978,-80.6770787
West Virginia,Wirt County,Donald Trump,REP,2103,"Wirt County, West Virginia2103","Wirt County, West Virginia",1,#D74247,0.80,0.20,39.0436093,-81.3839326
West Virginia,Wood County,Donald Trump,REP,77201,"Wood County, West Virginia77201","Wood County, West Virginia",1,#D74247,0.66,0.34,39.2154345,-81.4718387
West Virginia,Wyoming County,Donald Trump,REP,7254,"Wyoming County, West Virginia7254","Wyoming County, West Virginia",1,#D74247,0.85,0.15,37.6339466,-81.5596427
Wisconsin,Adams County,Donald Trump,REP,7362,"Adams County, Wisconsin7362","Adams County, Wisconsin",1,#D74247,0.62,0.38,44.0196955,-89.7755338
Wisconsin,Ashland County,Joe Biden,DEM,4794,"Ashland County, Wisconsin4794","Ashland County, Wisconsin",1,#2cc5e6,0.55,0.55,46.9794969,-90.4824892
Wisconsin,Barron County,Donald Trump,REP,15803,"Barron County, Wisconsin15803","Barron County, Wisconsin",1,#D74247,0.62,0.38,45.3607574,-91.776948
Wisconsin,Bayfield County,Joe Biden,DEM,6155,"Bayfield County, Wisconsin6155","Bayfield County, Wisconsin",1,#2cc5e6,0.57,0.57,46.6650481,-91.1222007
Wisconsin,Brown County,Donald Trump,REP,75865,"Brown County, Wisconsin75865","Brown County, Wisconsin",1,#D74247,0.53,0.47,44.4561674,-87.9334803
Wisconsin,Buffalo County,Donald Trump,REP,4834,"Buffalo County, Wisconsin4834","Buffalo County, Wisconsin",1,#D74247,0.62,0.38,44.3102354,-91.7538817
Wisconsin,Burnett County,Donald Trump,REP,6461,"Burnett County, Wisconsin6461","Burnett County, Wisconsin",1,#D74247,0.64,0.36,45.8051186,-92.2888131
Wisconsin,Calumet County,Donald Trump,REP,18142,"Calumet County, Wisconsin18142","Calumet County, Wisconsin",1,#D74247,0.59,0.41,44.1586082,-88.2461183
Wisconsin,Chippewa County,Donald Trump,REP,21316,"Chippewa County, Wisconsin21316","Chippewa County, Wisconsin",1,#D74247,0.59,0.41,45.0673752,-91.2924666
Wisconsin,Clark County,Donald Trump,REP,10001,"Clark County, Wisconsin10001","Clark County, Wisconsin",1,#D74247,0.67,0.33,44.8480735,-90.7532809
Wisconsin,Columbia County,Donald Trump,REP,16925,"Columbia County, Wisconsin16925","Columbia County, Wisconsin",1,#D74247,0.50,0.50,43.4046632,-89.3226954
Wisconsin,Crawford County,Donald Trump,REP,4620,"Crawford County, Wisconsin4620","Crawford County, Wisconsin",1,#D74247,0.53,0.47,43.2491547,-90.8294002
Wisconsin,Dane County,Joe Biden,DEM,260157,"Dane County, Wisconsin260157","Dane County, Wisconsin",1,#2cc5e6,0.75,0.75,43.0186073,-89.5497632
Wisconsin,Dodge County,Donald Trump,REP,31354,"Dodge County, Wisconsin31354","Dodge County, Wisconsin",1,#D74247,0.65,0.35,43.3994215,-88.7108964
Wisconsin,Door County,Joe Biden,DEM,10044,"Door County, Wisconsin10044","Door County, Wisconsin",1,#2cc5e6,0.50,0.50,44.8341302,-87.3770488
Wisconsin,Douglas County,Joe Biden,DEM,13214,"Douglas County, Wisconsin13214","Douglas County, Wisconsin",1,#2cc5e6,0.54,0.54,46.3490012,-91.7576889
Wisconsin,Dunn County,Donald Trump,REP,13176,"Dunn County, Wisconsin13176","Dunn County, Wisconsin",1,#D74247,0.56,0.44,44.909416,-91.9099238
Wisconsin,Eau Claire County,Joe Biden,DEM,31617,"Eau Claire County, Wisconsin31617","Eau Claire County, Wisconsin",1,#2cc5e6,0.54,0.54,44.7683909,-91.2891036
Wisconsin,Florence County,Donald Trump,REP,2133,"Florence County, Wisconsin2133","Florence County, Wisconsin",1,#D74247,0.73,0.27,45.8161658,-88.3547524
Wisconsin,Fond du Lac County,Donald Trump,REP,35754,"Fond du Lac County, Wisconsin35754","Fond du Lac County, Wisconsin",1,#D74247,0.62,0.38,43.7008379,-88.2461183
Wisconsin,Forest County,Donald Trump,REP,3287,"Forest County, Wisconsin3287","Forest County, Wisconsin",1,#D74247,0.65,0.35,45.6704497,-88.8375807
Wisconsin,Grant County,Donald Trump,REP,13981,"Grant County, Wisconsin13981","Grant County, Wisconsin",1,#D74247,0.55,0.45,42.9397015,-90.6773046
Wisconsin,Green County,Joe Biden,DEM,10850,"Green County, Wisconsin10850","Green County, Wisconsin",1,#2cc5e6,0.51,0.51,42.6287336,-89.6251646
Wisconsin,Green Lake County,Donald Trump,REP,7165,"Green Lake County, Wisconsin7165","Green Lake County, Wisconsin",1,#D74247,0.67,0.33,43.863117,-89.0179332
Wisconsin,Iowa County,Joe Biden,DEM,7828,"Iowa County, Wisconsin7828","Iowa County, Wisconsin",1,#2cc5e6,0.56,0.56,42.9416737,-90.0746767
Wisconsin,Iron County,Donald Trump,REP,2439,"Iron County, Wisconsin2439","Iron County, Wisconsin",1,#D74247,0.61,0.39,46.2855114,-90.2347734
Wisconsin,Jackson County,Donald Trump,REP,5789,"Jackson County, Wisconsin5789","Jackson County, Wisconsin",1,#D74247,0.57,0.43,44.3206549,-90.8294002
Wisconsin,Jefferson County,Donald Trump,REP,27209,"Jefferson County, Wisconsin27209","Jefferson County, Wisconsin",1,#D74247,0.57,0.43,43.089927,-88.7108964
Wisconsin,Juneau County,Donald Trump,REP,8749,"Juneau County, Wisconsin8749","Juneau County, Wisconsin",1,#D74247,0.64,0.36,43.8672979,-90.0746767
Wisconsin,Kenosha County,Donald Trump,REP,44972,"Kenosha County, Wisconsin44972","Kenosha County, Wisconsin",1,#D74247,0.51,0.49,42.5663156,-87.658113
Wisconsin,Kewaunee County,Donald Trump,REP,7927,"Kewaunee County, Wisconsin7927","Kewaunee County, Wisconsin",1,#D74247,0.66,0.34,44.5202599,-87.3810727
Wisconsin,La Crosse County,Joe Biden,DEM,37843,"La Crosse County, Wisconsin37843","La Crosse County, Wisconsin",1,#2cc5e6,0.56,0.56,43.8617023,-91.135302
Wisconsin,Lafayette County,Donald Trump,REP,4820,"Lafayette County, Wisconsin4820","Lafayette County, Wisconsin",1,#D74247,0.56,0.44,42.6293203,-90.0746767
Wisconsin,Langlade County,Donald Trump,REP,7330,"Langlade County, Wisconsin7330","Langlade County, Wisconsin",1,#D74247,0.66,0.34,45.220083,-89.0102133
Wisconsin,Lincoln County,Donald Trump,REP,10017,"Lincoln County, Wisconsin10017","Lincoln County, Wisconsin",1,#D74247,0.61,0.39,45.3743102,-89.7725799
Wisconsin,Manitowoc County,Donald Trump,REP,27217,"Manitowoc County, Wisconsin27217","Manitowoc County, Wisconsin",1,#D74247,0.61,0.39,44.1438879,-87.460397
Wisconsin,Marathon County,Donald Trump,REP,44623,"Marathon County, Wisconsin44623","Marathon County, Wisconsin",1,#D74247,0.58,0.42,44.850452,-89.8505012
Wisconsin,Marinette County,Donald Trump,REP,15303,"Marinette County, Wisconsin15303","Marinette County, Wisconsin",1,#D74247,0.67,0.33,45.3581961,-88.0649606
Wisconsin,Marquette County,Donald Trump,REP,5719,"Marquette County, Wisconsin5719","Marquette County, Wisconsin",1,#D74247,0.63,0.37,43.865322,-89.3226954
Wisconsin,Menominee County,Joe Biden,DEM,1303,"Menominee County, Wisconsin1303","Menominee County, Wisconsin",1,#2cc5e6,0.82,0.82,44.8857792,-88.6507943
Wisconsin,Milwaukee County,Joe Biden,DEM,317251,"Milwaukee County, Wisconsin317251","Milwaukee County, Wisconsin",1,#2cc5e6,0.69,0.69,43.0387949,-87.9065334
Wisconsin,Monroe County,Donald Trump,REP,13775,"Monroe County, Wisconsin13775","Monroe County, Wisconsin",1,#D74247,0.61,0.39,43.9412045,-90.7532809
Wisconsin,Oconto County,Donald Trump,REP,16226,"Oconto County, Wisconsin16226","Oconto County, Wisconsin",1,#D74247,0.70,0.30,44.8332991,-88.0118473
Wisconsin,Oneida County,Donald Trump,REP,13671,"Oneida County, Wisconsin13671","Oneida County, Wisconsin",1,#D74247,0.57,0.43,45.6750801,-89.4616564
Wisconsin,Outagamie County,Donald Trump,REP,58379,"Outagamie County, Wisconsin58379","Outagamie County, Wisconsin",1,#D74247,0.54,0.46,44.4636545,-88.4016041
Wisconsin,Ozaukee County,Donald Trump,REP,33912,"Ozaukee County, Wisconsin33912","Ozaukee County, Wisconsin",1,#D74247,0.55,0.45,43.3819496,-87.6186379
Wisconsin,Pepin County,Donald Trump,REP,2584,"Pepin County, Wisconsin2584","Pepin County, Wisconsin",1,#D74247,0.62,0.38,44.6451183,-92.027319
Wisconsin,Pierce County,Donald Trump,REP,12813,"Pierce County, Wisconsin12813","Pierce County, Wisconsin",1,#D74247,0.55,0.45,44.7508921,-92.3813621
Wisconsin,Polk County,Donald Trump,REP,16590,"Polk County, Wisconsin16590","Polk County, Wisconsin",1,#D74247,0.63,0.37,45.4259345,-92.3388439
Wisconsin,Portage County,Joe Biden,DEM,20426,"Portage County, Wisconsin20426","Portage County, Wisconsin",1,#2cc5e6,0.50,0.50,44.4735957,-89.4742177
Wisconsin,Price County,Donald Trump,REP,5394,"Price County, Wisconsin5394","Price County, Wisconsin",1,#D74247,0.62,0.38,45.7511666,-90.4622144
Wisconsin,Racine County,Donald Trump,REP,54475,"Racine County, Wisconsin54475","Racine County, Wisconsin",1,#D74247,0.51,0.49,42.761082,-87.6186379
Wisconsin,Richland County,Donald Trump,REP,4877,"Richland County, Wisconsin4877","Richland County, Wisconsin",1,#D74247,0.54,0.46,43.4060497,-90.3748354
Wisconsin,Rock County,Joe Biden,DEM,46649,"Rock County, Wisconsin46649","Rock County, Wisconsin",1,#2cc5e6,0.55,0.55,42.6251506,-89.0179332
Wisconsin,Rusk County,Donald Trump,REP,5257,"Rusk County, Wisconsin5257","Rusk County, Wisconsin",1,#D74247,0.67,0.33,45.5193649,-91.1563029
Wisconsin,St. Croix County,Donald Trump,REP,32190,"St. Croix County, Wisconsin32190","St. Croix County, Wisconsin",1,#D74247,0.57,0.43,45.0497844,-92.3875695
Wisconsin,Sauk County,Joe Biden,DEM,18103,"Sauk County, Wisconsin18103","Sauk County, Wisconsin",1,#2cc5e6,0.50,0.50,43.4066375,-89.9253233
Wisconsin,Sawyer County,Donald Trump,REP,5883,"Sawyer County, Wisconsin5883","Sawyer County, Wisconsin",1,#D74247,0.56,0.44,45.8220169,-91.1685886
Wisconsin,Shawano County,Donald Trump,REP,15447,"Shawano County, Wisconsin15447","Shawano County, Wisconsin",1,#D74247,0.68,0.32,44.7683909,-88.7108964
Wisconsin,Sheboygan County,Donald Trump,REP,37624,"Sheboygan County, Wisconsin37624","Sheboygan County, Wisconsin",1,#D74247,0.57,0.43,43.6895227,-87.6186379
Wisconsin,Taylor County,Donald Trump,REP,7656,"Taylor County, Wisconsin7656","Taylor County, Wisconsin",1,#D74247,0.72,0.28,45.2231325,-90.529916
Wisconsin,Trempealeau County,Donald Trump,REP,8828,"Trempealeau County, Wisconsin8828","Trempealeau County, Wisconsin",1,#D74247,0.57,0.43,44.2397592,-91.366216
Wisconsin,Vernon County,Donald Trump,REP,8216,"Vernon County, Wisconsin8216","Vernon County, Wisconsin",1,#D74247,0.52,0.48,43.5576968,-90.8294002
Wisconsin,Vilas County,Donald Trump,REP,9261,"Vilas County, Wisconsin9261","Vilas County, Wisconsin",1,#D74247,0.60,0.40,45.9787939,-89.4559162
Wisconsin,Walworth County,Donald Trump,REP,33844,"Walworth County, Wisconsin33844","Walworth County, Wisconsin",1,#D74247,0.59,0.41,42.6202834,-88.556531
Wisconsin,Washburn County,Donald Trump,REP,6332,"Washburn County, Wisconsin6332","Washburn County, Wisconsin",1,#D74247,0.61,0.39,45.9657186,-91.8148946
Wisconsin,Washington County,Donald Trump,REP,60235,"Washington County, Wisconsin60235","Washington County, Wisconsin",1,#D74247,0.68,0.32,43.3932586,-88.2461183
Wisconsin,Waukesha County,Donald Trump,REP,159633,"Waukesha County, Wisconsin159633","Waukesha County, Wisconsin",1,#D74247,0.60,0.40,43.0072599,-88.3239309
Wisconsin,Waupaca County,Donald Trump,REP,18948,"Waupaca County, Wisconsin18948","Waupaca County, Wisconsin",1,#D74247,0.65,0.35,44.4705941,-89.0179332
Wisconsin,Waushara County,Donald Trump,REP,9016,"Waushara County, Wisconsin9016","Waushara County, Wisconsin",1,#D74247,0.66,0.34,44.1313128,-89.2086773
Wisconsin,Winnebago County,Donald Trump,REP,47795,"Winnebago County, Wisconsin47795","Winnebago County, Wisconsin",1,#D74247,0.51,0.49,44.0126679,-88.7108964
Wisconsin,Wood County,Donald Trump,REP,24307,"Wood County, Wisconsin24307","Wood County, Wisconsin",1,#D74247,0.59,0.41,44.4747774,-90.0746767
Wyoming,Albany County,Joe Biden,DEM,9091,"Albany County, Wyoming9091","Albany County, Wyoming",1,#2cc5e6,0.49,0.49,41.638448,-105.5943388
Wyoming,Big Horn County,Donald Trump,REP,4806,"Big Horn County, Wyoming4806","Big Horn County, Wyoming",1,#D74247,0.84,0.16,44.6036387,-108.0941121
Wyoming,Campbell County,Donald Trump,REP,16973,"Campbell County, Wyoming16973","Campbell County, Wyoming",1,#D74247,0.87,0.13,44.3956107,-105.4489183
Wyoming,Carbon County,Donald Trump,REP,5012,"Carbon County, Wyoming5012","Carbon County, Wyoming",1,#D74247,0.75,0.25,41.6032207,-106.912251
Wyoming,Converse County,Donald Trump,REP,5916,"Converse County, Wyoming5916","Converse County, Wyoming",1,#D74247,0.85,0.15,43.0489425,-105.4068079
Wyoming,Crook County,Donald Trump,REP,3651,"Crook County, Wyoming3651","Crook County, Wyoming",1,#D74247,0.89,0.11,44.4975617,-104.6915298
Wyoming,Fremont County,Donald Trump,REP,12007,"Fremont County, Wyoming12007","Fremont County, Wyoming",1,#D74247,0.66,0.34,43.0119968,-108.6175626
Wyoming,Goshen County,Donald Trump,REP,4878,"Goshen County, Wyoming4878","Goshen County, Wyoming",1,#D74247,0.78,0.22,42.0334428,-104.3791912
Wyoming,Hot Springs County,Donald Trump,REP,1999,"Hot Springs County, Wyoming1999","Hot Springs County, Wyoming",1,#D74247,0.78,0.22,43.658734,-108.326784
Wyoming,Johnson County,Donald Trump,REP,3881,"Johnson County, Wyoming3881","Johnson County, Wyoming",1,#D74247,0.79,0.21,43.9557212,-106.4272801
Wyoming,Laramie County,Donald Trump,REP,27814,"Laramie County, Wyoming27814","Laramie County, Wyoming",1,#D74247,0.62,0.38,41.4269559,-104.8454619
Wyoming,Lincoln County,Donald Trump,REP,8673,"Lincoln County, Wyoming8673","Lincoln County, Wyoming",1,#D74247,0.83,0.17,42.0703294,-110.5215459
Wyoming,Natrona County,Donald Trump,REP,25267,"Natrona County, Wyoming25267","Natrona County, Wyoming",1,#D74247,0.72,0.28,42.8313837,-106.912251
Wyoming,Niobrara County,Donald Trump,REP,1118,"Niobrara County, Wyoming1118","Niobrara County, Wyoming",1,#D74247,0.85,0.15,43.0212373,-104.4723301
Wyoming,Park County,Donald Trump,REP,12802,"Park County, Wyoming12802","Park County, Wyoming",1,#D74247,0.77,0.23,44.6782103,-109.4579855
Wyoming,Platte County,Donald Trump,REP,3898,"Platte County, Wyoming3898","Platte County, Wyoming",1,#D74247,0.79,0.21,42.0505555,-104.8454619
Wyoming,Sheridan County,Donald Trump,REP,11843,"Sheridan County, Wyoming11843","Sheridan County, Wyoming",1,#D74247,0.72,0.28,44.787904,-106.925973
Wyoming,Sublette County,Donald Trump,REP,3957,"Sublette County, Wyoming3957","Sublette County, Wyoming",1,#D74247,0.80,0.20,42.8138723,-109.7591675
Wyoming,Sweetwater County,Donald Trump,REP,12197,"Sweetwater County, Wyoming12197","Sweetwater County, Wyoming",1,#D74247,0.74,0.26,41.8519395,-109.1880047
Wyoming,Teton County,Joe Biden,DEM,9848,"Teton County, Wyoming9848","Teton County, Wyoming",1,#2cc5e6,0.67,0.67,43.853632,-110.6314491
Wyoming,Uinta County,Donald Trump,REP,7494,"Uinta County, Wyoming7494","Uinta County, Wyoming",1,#D74247,0.80,0.20,41.2107397,-110.6168921
Wyoming,Washakie County,Donald Trump,REP,3245,"Washakie County, Wyoming3245","Washakie County, Wyoming",1,#D74247,0.81,0.19,43.8347829,-107.7037626
Wyoming,Weston County,Donald Trump,REP,3107,"Weston County, Wyoming3107","Weston County, Wyoming",1,#D74247,0.88,0.12,43.9270224,-104.4723301
Alabama,Cherokee County,Donald Trump,REP,10562,"Cherokee County, Alabama10562","Cherokee County, Alabama",1,#D74247,0.86,0.14,34.1665322,-85.684578
Alabama,Chilton County,Donald Trump,REP,16052,"Chilton County, Alabama16052","Chilton County, Alabama",1,#D74247,0.83,0.17,32.944392,-86.6611083
Alabama,Choctaw County,Donald Trump,REP,4294,"Choctaw County, Alabama4294","Choctaw County, Alabama",1,#D74247,0.58,0.42,32.0716631,-88.2461183
Alabama,Clarke County,Donald Trump,REP,7310,"Clarke County, Alabama7310","Clarke County, Alabama",1,#D74247,0.56,0.44,31.7002461,-87.7763333
Alabama,Clay County,Donald Trump,REP,5589,"Clay County, Alabama5589","Clay County, Alabama",1,#D74247,0.81,0.19,33.279527,-85.8486236
Alabama,Cleburne County,Donald Trump,REP,6472,"Cleburne County, Alabama6472","Cleburne County, Alabama",1,#D74247,0.90,0.10,33.6261707,-85.520024
Alabama,Coffee County,Donald Trump,REP,16832,"Coffee County, Alabama16832","Coffee County, Alabama",1,#D74247,0.76,0.24,31.4751172,-86.0121573
Alabama,Colbert County,Donald Trump,REP,17311,"Colbert County, Alabama17311","Colbert County, Alabama",1,#D74247,0.70,0.30,34.7117567,-87.8942451
Alabama,Conecuh County,Donald Trump,REP,3435,"Conecuh County, Alabama3435","Conecuh County, Alabama",1,#D74247,0.54,0.46,31.501571,-86.9824288
Alabama,Coosa County,Donald Trump,REP,3626,"Coosa County, Alabama3626","Coosa County, Alabama",1,#D74247,0.66,0.34,32.8897772,-86.2196937
Alabama,Autauga County,Donald Trump,REP,19764,"Autauga County, Alabama19764","Autauga County, Alabama",1,#D74247,0.72,0.28,32.5791817,-86.4996546
Alabama,Covington County,Donald Trump,REP,14579,"Covington County, Alabama14579","Covington County, Alabama",1,#D74247,0.84,0.16,31.3066438,-86.4996546
Alabama,Crenshaw County,Donald Trump,REP,4864,"Crenshaw County, Alabama4864","Crenshaw County, Alabama",1,#D74247,0.74,0.26,31.6671872,-86.3376761
Alabama,Cullman County,Donald Trump,REP,36804,"Cullman County, Alabama36804","Cullman County, Alabama",1,#D74247,0.88,0.12,34.2011537,-86.8220341
